Start,Modus,Länge [h:min],Pause [h:min],TVL [°C],TRL [°C],SpHZ [K],TWQein [°C],TWQaus [°C],SpWQ [K],TA [°C],WM [kWh],E1 [kWh],E2 [kWh],AZ1,AZ2,
2018-06-06 22:15,Brauchwasser,0:21,,56.3,52.6,3.7,18.2,5.7,12.5,18.2,0.00,0.00,0.00,nan,nan,
2018-06-07 07:09,Brauchwasser,0:32,8:32,56.3,52.3,4.0,17.8,6.5,11.3,19.1,0.00,0.00,0.00,nan,nan,
2018-06-07 18:15,Brauchwasser,0:28,10:34,56.6,52.6,4.0,20.2,8.5,11.7,23.1,0.00,0.00,0.00,nan,nan,
2018-06-07 21:24,Brauchwasser,0:26,2:41,56.6,52.7,3.9,16.2,5.7,10.5,17.5,0.00,0.00,0.00,nan,nan,
2018-06-08 07:11,Brauchwasser,0:29,9:20,56.5,52.6,3.9,19.4,6.3,13.1,18.5,0.00,0.00,0.00,nan,nan,
2018-06-08 09:10,Brauchwasser,0:26,1:30,56.5,52.3,4.2,21.2,7.1,14.1,19.5,0.00,0.00,0.00,nan,nan,
2018-06-08 19:49,Brauchwasser,0:24,10:13,56.8,52.9,3.9,17.6,6.5,11.1,18.9,0.00,0.00,0.00,nan,nan,
2018-06-08 20:13,Heizung,0:01,,56.8,52.9,3.9,17.6,6.5,11.1,18.9,0.00,0.00,0.00,nan,nan,
2018-06-09 03:36,Brauchwasser,0:33,7:22,56.5,52.9,3.6,14.9,4.4,10.5,15.2,0.00,0.00,0.00,nan,nan,
2018-06-09 04:09,Heizung,0:02,7:54,30.0,25.9,4.1,15.4,3.8,11.6,15.3,0.00,0.00,0.00,nan,nan,
2018-06-09 08:17,Brauchwasser,0:29,4:08,56.5,52.6,3.9,18.9,6.5,12.4,19.7,0.00,0.00,0.00,nan,nan,
2018-06-09 21:37,Brauchwasser,0:23,12:51,56.8,52.9,3.9,19.7,7.0,12.7,20.3,0.00,0.00,0.00,nan,nan,
2018-06-10 07:59,Brauchwasser,0:30,9:58,56.3,52.0,4.3,21.6,8.2,13.4,20.2,0.00,0.00,0.00,nan,nan,
2018-06-10 20:21,Brauchwasser,0:25,11:52,56.9,52.7,4.2,20.3,9.5,10.8,23.0,0.00,0.00,0.00,nan,nan,
2018-06-11 06:02,Brauchwasser,0:30,9:15,56.3,52.6,3.7,16.8,5.7,11.1,18.1,0.00,0.00,0.00,nan,nan,
2018-06-11 21:39,Brauchwasser,0:22,15:07,57.1,52.9,4.2,20.6,8.4,12.2,21.2,0.00,0.00,0.00,nan,nan,
2018-06-12 08:12,Brauchwasser,0:31,10:10,56.6,52.6,4.0,18.2,6.4,11.8,19.8,0.00,0.00,0.00,nan,nan,
2018-06-12 10:59,Brauchwasser,0:28,2:16,56.5,52.9,3.6,20.3,7.1,13.2,22.4,0.00,0.00,0.00,nan,nan,
2018-06-12 17:16,Brauchwasser,0:24,5:49,56.5,52.6,3.9,17.0,6.1,10.9,18.3,0.00,0.00,0.00,nan,nan,
2018-06-12 21:42,Brauchwasser,0:31,4:02,56.1,52.4,3.7,15.0,4.8,10.2,16.6,0.00,0.00,0.00,nan,nan,
2018-06-12 22:13,Heizung,0:02,90:01,35.7,26.2,9.5,14.9,4.5,10.4,16.6,0.00,0.00,0.00,nan,nan,
2018-06-13 08:11,Brauchwasser,0:33,9:57,56.1,52.6,3.5,14.7,4.7,10.0,16.2,0.00,0.00,0.00,nan,nan,
2018-06-13 08:44,Heizung,0:03,10:28,25.8,25.4,0.4,14.9,9.3,5.6,16.2,0.00,0.00,0.00,nan,nan,
2018-06-13 11:38,Brauchwasser,0:32,2:54,56.0,52.6,3.4,13.0,2.6,10.4,13.3,0.00,0.00,0.00,nan,nan,
2018-06-13 12:10,Heizung,0:03,3:23,30.7,26.6,4.1,12.7,2.4,10.3,13.3,0.00,0.00,0.00,nan,nan,
2018-06-13 17:19,Brauchwasser,0:29,5:09,56.0,52.7,3.3,11.7,1.8,9.9,12.6,0.00,0.00,0.00,nan,nan,
2018-06-13 17:48,Heizung,0:02,5:35,29.8,25.9,3.9,11.7,1.8,9.9,12.6,0.00,0.00,0.00,nan,nan,
2018-06-13 19:47,Heizung,0:15,1:57,33.1,29.3,3.8,11.2,0.5,10.7,11.8,0.00,0.00,0.00,nan,nan,
2018-06-13 21:37,Brauchwasser,0:34,3:49,56.0,52.6,3.4,10.6,0.8,9.8,11.4,0.00,0.00,0.00,nan,nan,
2018-06-13 22:11,Heizung,0:03,2:09,30.1,26.1,4.0,11.1,0.4,10.7,11.4,0.00,0.00,0.00,nan,nan,
2018-06-14 00:06,Heizung,0:14,1:52,33.2,29.5,3.7,10.0,-0.1,10.1,11.2,0.00,0.00,0.00,nan,nan,
2018-06-14 03:17,Heizung,0:15,2:57,33.2,29.6,3.6,11.1,-0.2,11.3,11.2,0.00,0.00,0.00,nan,nan,
2018-06-14 06:39,Heizung,0:14,3:07,33.0,29.4,3.6,10.1,-0.2,10.3,11.4,0.00,0.00,0.00,nan,nan,
2018-06-14 07:34,Brauchwasser,0:40,9:23,54.2,50.8,3.4,12.3,1.1,11.2,13.1,0.00,0.00,0.00,nan,nan,
2018-06-14 08:19,Brauchwasser,0:13,0:05,55.8,52.4,3.4,12.2,1.3,10.9,13.3,0.00,0.00,0.00,nan,nan,
2018-06-14 08:33,Heizung,0:02,1:39,31.4,27.0,4.4,12.6,0.8,11.8,13.4,0.00,0.00,0.00,nan,nan,
2018-06-14 11:17,Brauchwasser,0:36,2:44,56.1,52.7,3.4,14.7,0.6,14.1,17.8,0.00,0.00,0.00,nan,nan,
2018-06-14 11:53,Heizung,0:01,3:18,56.1,52.7,3.4,14.7,0.6,14.1,17.8,0.00,0.00,0.00,nan,nan,
2018-06-14 20:16,Brauchwasser,0:33,8:23,56.1,52.4,3.7,14.0,1.8,12.2,16.5,0.00,0.00,0.00,nan,nan,
2018-06-14 20:49,Heizung,0:02,8:55,28.4,24.8,3.6,15.1,1.1,14.0,16.4,0.00,0.00,0.00,nan,nan,
2018-06-15 01:01,Heizung,0:15,4:10,32.5,28.8,3.7,11.2,-0.2,11.4,13.0,0.00,0.00,0.00,nan,nan,
2018-06-15 06:01,Brauchwasser,0:40,9:12,54.9,51.7,3.2,12.1,0.5,11.6,12.5,0.00,0.00,0.00,nan,nan,
2018-06-15 06:47,Brauchwasser,0:06,0:06,55.8,52.7,3.1,11.8,1.1,10.7,12.9,0.00,0.00,0.00,nan,nan,
2018-06-15 06:53,Heizung,0:02,5:37,29.6,25.8,3.8,11.9,0.9,11.0,12.9,0.00,0.00,0.00,nan,nan,
2018-06-15 09:12,Brauchwasser,0:37,2:19,56.0,52.4,3.6,17.5,1.7,15.8,17.2,0.00,0.00,0.00,nan,nan,
2018-06-15 09:50,Heizung,0:02,2:54,31.3,26.5,4.8,17.8,1.3,16.5,17.3,0.00,0.00,0.00,nan,nan,
2018-06-15 21:55,Heizung,0:16,12:03,31.9,28.2,3.7,13.1,-0.1,13.2,14.2,0.00,0.00,0.00,nan,nan,
2018-06-15 22:39,Brauchwasser,0:36,12:49,56.0,52.9,3.1,12.8,0.0,12.8,12.4,0.00,0.00,0.00,nan,nan,
2018-06-15 23:15,Heizung,0:02,1:04,31.6,27.3,4.3,12.8,-0.1,12.9,12.4,0.00,0.00,0.00,nan,nan,
2018-06-16 03:34,Heizung,0:18,4:17,34.0,30.7,3.3,9.6,-2.8,12.4,8.8,0.00,0.00,0.00,nan,nan,
2018-06-16 07:49,Brauchwasser,0:47,8:34,56.1,52.4,3.7,18.3,3.2,15.1,14.9,0.00,0.00,0.00,nan,nan,
2018-06-16 08:36,Heizung,0:02,4:44,32.7,27.6,5.1,17.8,2.6,15.2,15.0,0.00,0.00,0.00,nan,nan,
2018-06-22 05:42,Brauchwasser,0:40,,55.8,52.7,3.1,10.4,-0.2,10.6,11.5,0.00,0.00,0.00,nan,nan,
2018-06-22 09:19,Brauchwasser,0:32,2:57,56.0,52.7,3.3,13.8,-0.3,14.1,14.4,0.00,0.00,0.00,nan,nan,
2018-06-22 10:08,Heizung,0:02,,27.7,23.7,4.0,14.9,3.9,11.0,15.0,0.00,0.00,0.00,nan,nan,
2018-06-22 15:16,Heizung,0:16,5:06,31.3,27.7,3.6,14.1,-1.5,15.6,15.2,0.00,0.00,0.00,nan,nan,
2018-06-22 17:10,Brauchwasser,0:32,7:19,55.8,52.7,3.1,15.6,0.1,15.5,16.0,0.00,0.00,0.00,nan,nan,
2018-06-22 17:42,Heizung,0:02,2:10,30.1,25.7,4.4,15.3,0.2,15.1,16.0,0.00,0.00,0.00,nan,nan,
2018-06-22 21:20,Heizung,0:19,3:35,32.4,29.3,3.1,10.7,-4.7,15.4,12.1,0.00,0.00,0.00,nan,nan,
2018-06-22 21:44,Brauchwasser,0:33,4:01,55.5,52.6,2.9,9.0,-2.8,11.8,10.7,0.00,0.00,0.00,nan,nan,
2018-06-22 22:17,Heizung,0:03,0:38,31.5,27.9,3.6,8.7,-4.4,13.1,10.6,0.00,0.00,0.00,nan,nan,
2018-06-23 02:06,Heizung,0:04,3:46,29.7,26.5,3.2,9.6,-3.0,12.6,10.1,0.00,0.00,0.00,nan,nan,
2018-06-23 02:55,Heizung,0:16,0:45,33.5,30.2,3.3,8.4,-4.4,12.8,10.0,0.00,0.00,0.00,nan,nan,
2018-06-23 06:47,Brauchwasser,0:40,8:30,55.1,52.0,3.1,11.2,-0.5,11.7,11.2,0.00,0.00,0.00,nan,nan,
2018-06-23 07:35,Brauchwasser,0:08,0:08,55.5,52.3,3.2,12.7,-0.1,12.8,12.2,0.00,0.00,0.00,nan,nan,
2018-06-23 07:43,Heizung,0:03,4:32,30.0,26.2,3.8,11.9,-0.9,12.8,12.4,0.00,0.00,0.00,nan,nan,
2018-06-23 09:04,Brauchwasser,0:40,1:21,55.4,52.3,3.1,13.7,-0.1,13.8,13.9,0.00,0.00,0.00,nan,nan,
2018-06-23 09:49,Brauchwasser,0:05,0:05,56.3,52.9,3.4,14.5,2.0,12.5,14.1,0.00,0.00,0.00,nan,nan,
2018-06-23 09:54,Heizung,0:02,2:08,30.5,27.0,3.5,13.8,0.3,13.5,14.0,0.00,0.00,0.00,nan,nan,
2018-06-23 20:11,Heizung,0:15,,31.2,27.5,3.7,14.1,-1.0,15.1,15.5,0.00,0.00,0.00,nan,nan,
2018-06-23 21:06,Brauchwasser,0:25,,56.0,52.9,3.1,12.3,0.7,11.6,14.4,0.00,0.00,0.00,nan,nan,
2018-06-23 21:31,Heizung,0:03,1:05,29.9,25.9,4.0,12.6,0.5,12.1,14.4,0.00,0.00,0.00,nan,nan,
2018-06-24 01:24,Heizung,0:15,3:50,32.8,29.2,3.6,10.6,-0.1,10.7,12.2,0.00,0.00,0.00,nan,nan,
2018-06-24 05:37,Heizung,0:15,3:58,33.1,29.4,3.7,10.4,-0.2,10.6,11.3,0.00,0.00,0.00,nan,nan,
2018-06-24 06:12,Brauchwasser,0:39,8:41,55.8,52.6,3.2,10.3,-0.5,10.8,11.7,0.00,0.00,0.00,nan,nan,
2018-06-24 06:51,Heizung,0:01,0:59,55.8,52.6,3.2,10.3,-0.5,10.8,11.7,0.00,0.00,0.00,nan,nan,
2018-06-24 12:05,Brauchwasser,0:24,5:14,55.8,52.7,3.1,16.3,1.7,14.6,19.0,0.00,0.00,0.00,nan,nan,
2018-06-24 12:29,Heizung,0:01,5:37,55.8,52.7,3.1,16.3,1.7,14.6,19.0,0.00,0.00,0.00,nan,nan,
2018-06-24 22:11,Brauchwasser,0:33,9:41,56.0,52.6,3.4,15.0,1.4,13.6,15.8,0.00,0.00,0.00,nan,nan,
2018-06-24 22:44,Heizung,0:03,10:13,28.0,24.0,4.0,14.2,0.9,13.3,15.8,0.00,0.00,0.00,nan,nan,
2018-06-25 01:31,Heizung,0:15,2:44,32.5,28.9,3.6,11.2,0.1,11.1,13.1,0.00,0.00,0.00,nan,nan,
2018-06-25 05:49,Heizung,0:15,4:03,33.0,29.4,3.6,10.6,-0.1,10.7,11.7,0.00,0.00,0.00,nan,nan,
2018-06-25 08:03,Brauchwasser,0:40,9:19,55.7,52.4,3.3,11.7,1.0,10.7,12.3,0.00,0.00,0.00,nan,nan,
2018-06-25 08:48,Brauchwasser,0:04,0:05,56.0,52.7,3.3,12.2,2.8,9.4,12.5,0.00,0.00,0.00,nan,nan,
2018-06-25 08:52,Heizung,0:02,2:48,30.4,26.6,3.8,12.3,1.4,10.9,12.7,0.00,0.00,0.00,nan,nan,
2018-06-25 12:35,Brauchwasser,0:33,3:43,56.1,52.7,3.4,13.3,2.0,11.3,16.4,0.00,0.00,0.00,nan,nan,
2018-06-25 13:08,Heizung,0:02,4:14,29.9,25.8,4.1,13.5,1.7,11.8,16.4,0.00,0.00,0.00,nan,nan,
2018-06-25 20:13,Brauchwasser,0:31,7:05,56.0,52.6,3.4,14.3,2.4,11.9,16.2,0.00,0.00,0.00,nan,nan,
2018-06-25 20:04,Heizung,0:11,6:54,29.1,25.1,4.0,14.2,2.3,11.9,16.2,0.00,0.00,0.00,nan,nan,
2018-06-26 00:06,Heizung,0:15,3:19,32.3,28.7,3.6,12.3,-0.2,12.5,13.1,0.00,0.00,0.00,nan,nan,
2018-06-26 02:57,Heizung,0:16,2:36,33.6,30.1,3.5,10.5,-0.5,11.0,10.6,0.00,0.00,0.00,nan,nan,
2018-06-26 06:22,Brauchwasser,0:40,9:37,56.1,52.7,3.4,13.7,0.8,12.9,13.5,0.00,0.00,0.00,nan,nan,
2018-06-26 07:02,Heizung,0:02,3:49,30.0,26.4,3.6,13.7,0.5,13.2,13.4,0.00,0.00,0.00,nan,nan,
2018-06-26 10:06,Brauchwasser,0:25,3:04,56.3,52.9,3.4,18.7,2.1,16.6,17.2,0.00,0.00,0.00,nan,nan,
2018-06-26 10:31,Heizung,0:02,3:27,30.1,26.1,4.0,18.7,1.7,17.0,17.2,0.00,0.00,0.00,nan,nan,
2018-06-26 22:36,Brauchwasser,0:26,12:05,56.3,53.0,3.3,14.5,2.4,12.1,14.9,0.00,0.00,0.00,nan,nan,
2018-06-26 22:24,Heizung,0:14,11:51,30.4,26.6,3.8,14.0,2.4,11.6,14.9,0.00,0.00,0.00,nan,nan,
2018-06-27 06:14,Heizung,0:15,7:09,32.2,28.5,3.7,12.5,0.6,11.9,13.7,0.00,0.00,0.00,nan,nan,
2018-06-27 09:10,Brauchwasser,0:29,10:07,56.1,52.4,3.7,17.3,4.1,13.2,17.2,0.00,0.00,0.00,nan,nan,
2018-06-27 09:39,Heizung,0:02,3:10,31.1,26.1,5.0,17.2,3.9,13.3,17.4,0.00,0.00,0.00,nan,nan,
2018-06-27 18:51,Brauchwasser,0:35,9:12,56.0,52.6,3.4,13.9,2.3,11.6,14.7,0.00,0.00,0.00,nan,nan,
2018-06-27 19:26,Heizung,0:03,9:45,28.3,24.1,4.2,13.8,1.9,11.9,14.6,0.00,0.00,0.00,nan,nan,
2018-06-27 21:40,Heizung,0:16,2:11,32.7,29.2,3.5,12.0,-0.2,12.2,12.1,0.00,0.00,0.00,nan,nan,
2018-06-27 22:16,Brauchwasser,0:34,2:50,56.0,52.9,3.1,10.9,0.3,10.6,11.0,0.00,0.00,0.00,nan,nan,
2018-06-27 22:50,Heizung,0:02,0:54,30.8,27.2,3.6,10.1,0.1,10.0,11.0,0.00,0.00,0.00,nan,nan,
2018-06-28 02:05,Heizung,0:15,3:12,32.7,29.1,3.6,11.7,-0.1,11.8,12.2,0.00,0.00,0.00,nan,nan,
2018-06-28 06:33,Heizung,0:14,4:13,32.8,28.9,3.9,10.6,0.1,10.5,12.3,0.00,0.00,0.00,nan,nan,
2018-06-28 08:13,Brauchwasser,0:40,9:22,54.6,51.3,3.3,10.6,0.7,9.9,12.0,0.00,0.00,0.00,nan,nan,
2018-06-28 08:53,Heizung,0:02,2:06,29.2,25.5,3.7,10.6,0.6,10.0,12.0,0.00,0.00,0.00,nan,nan,
2018-06-28 09:00,Brauchwasser,0:16,0:07,56.0,52.7,3.3,10.8,0.8,10.0,12.3,0.00,0.00,0.00,nan,nan,
2018-06-28 09:16,Heizung,0:02,0:21,30.6,26.9,3.7,11.0,0.8,10.2,12.3,0.00,0.00,0.00,nan,nan,
2018-06-28 12:14,Brauchwasser,0:34,2:58,56.3,52.7,3.6,12.7,2.9,9.8,14.5,0.00,0.00,0.00,nan,nan,
2018-06-28 12:48,Heizung,0:02,3:30,29.1,25.1,4.0,12.5,2.5,10.0,14.5,0.00,0.00,0.00,nan,nan,
2018-06-28 15:51,Brauchwasser,0:34,,56.1,52.4,3.7,14.3,4.1,10.2,14.4,0.00,0.00,0.00,nan,nan,
2018-06-28 16:25,Heizung,0:03,,29.7,25.4,4.3,14.1,3.2,10.9,14.4,0.00,0.00,0.00,nan,nan,
2018-06-28 20:42,Brauchwasser,0:30,4:17,56.0,52.6,3.4,13.3,3.8,9.5,14.4,0.00,0.00,0.00,nan,nan,
2018-06-28 21:12,Heizung,0:03,4:44,28.7,24.5,4.2,13.2,3.2,10.0,14.4,0.00,0.00,0.00,nan,nan,
2018-06-29 00:43,Heizung,0:15,3:28,32.2,28.3,3.9,12.4,1.3,11.1,13.8,0.00,0.00,0.00,nan,nan,
2018-06-29 06:11,Brauchwasser,0:27,8:59,54.3,50.9,3.4,12.8,2.6,10.2,14.0,0.00,0.00,0.00,nan,nan,
2018-06-29 05:58,Heizung,0:15,5:00,33.0,27.6,5.4,12.9,2.7,10.2,13.9,0.00,0.00,0.00,nan,nan,
2018-06-29 06:46,Brauchwasser,0:14,0:08,56.1,52.7,3.4,13.2,3.2,10.0,14.0,0.00,0.00,0.00,nan,nan,
2018-06-29 07:00,Heizung,0:01,0:20,56.1,52.7,3.4,13.2,3.2,10.0,14.0,0.00,0.00,0.00,nan,nan,
2018-06-29 10:15,Brauchwasser,0:31,3:15,56.3,52.7,3.6,14.3,4.4,9.9,15.4,0.00,0.00,0.00,nan,nan,
2018-06-29 10:46,Heizung,0:02,3:45,30.3,26.1,4.2,14.0,3.9,10.1,15.4,0.00,0.00,0.00,nan,nan,
2018-06-29 14:44,Brauchwasser,0:29,3:57,56.6,52.4,4.2,19.3,7.6,11.7,21.2,0.00,0.00,0.00,nan,nan,
2018-06-29 15:13,Heizung,0:01,4:24,56.6,52.4,4.2,19.3,7.6,11.7,21.2,0.00,0.00,0.00,nan,nan,
2018-07-01 21:25,Heizung,0:14,,30.7,26.8,3.9,16.7,-0.5,17.2,16.5,0.00,0.00,0.00,nan,nan,
2018-07-01 23:38,Heizung,0:14,1:59,31.8,28.2,3.6,14.4,-1.1,15.5,13.6,0.00,0.00,0.00,nan,nan,
2018-07-02 02:13,Heizung,0:16,2:21,32.7,29.1,3.6,13.1,-2.5,15.6,11.7,0.00,0.00,0.00,nan,nan,
2018-07-02 04:54,Heizung,0:20,2:25,34.1,30.6,3.5,9.0,-3.6,12.6,8.5,0.00,0.00,0.00,nan,nan,
2018-07-02 06:43,Brauchwasser,0:25,,56.0,52.7,3.3,13.0,0.1,12.9,13.0,0.00,0.00,0.00,nan,nan,
2018-07-02 07:08,Heizung,0:02,1:54,30.9,27.3,3.6,13.2,0.1,13.1,12.8,0.00,0.00,0.00,nan,nan,
2018-07-02 09:27,Brauchwasser,0:32,2:19,56.1,52.7,3.4,17.9,2.4,15.5,15.1,0.00,0.00,0.00,nan,nan,
2018-07-02 09:59,Heizung,0:03,2:49,30.6,26.5,4.1,17.7,2.0,15.7,15.3,0.00,0.00,0.00,nan,nan,
2018-07-02 22:29,Heizung,0:14,12:26,31.3,27.6,3.7,14.2,0.7,13.5,15.2,0.00,0.00,0.00,nan,nan,
2018-07-03 00:56,Heizung,0:14,2:13,32.7,29.2,3.5,11.8,0.0,11.8,12.0,0.00,0.00,0.00,nan,nan,
2018-07-03 04:11,Heizung,0:16,3:01,33.4,30.1,3.3,10.6,-0.5,11.1,10.3,0.00,0.00,0.00,nan,nan,
2018-07-03 06:03,Brauchwasser,0:28,20:03,56.0,53.0,3.0,14.4,1.1,13.3,16.1,0.00,0.00,0.00,nan,nan,
2018-07-03 06:31,Heizung,0:01,2:04,56.0,53.0,3.0,14.4,1.1,13.3,16.1,0.00,0.00,0.00,nan,nan,
2018-07-03 10:57,Brauchwasser,0:28,4:26,56.3,52.7,3.6,19.9,3.3,16.6,22.1,0.00,0.00,0.00,nan,nan,
2018-07-03 17:08,Brauchwasser,0:22,5:42,56.5,52.6,3.9,20.3,5.5,14.8,23.6,0.00,0.00,0.00,nan,nan,
2018-07-03 21:33,Brauchwasser,0:22,4:03,56.5,52.7,3.8,17.4,5.6,11.8,18.4,0.00,0.00,0.00,nan,nan,
2018-07-03 21:55,Heizung,0:03,15:22,28.3,23.8,4.5,17.4,4.8,12.6,18.3,0.00,0.00,0.00,nan,nan,
2018-07-04 03:29,Heizung,0:15,5:31,32.1,28.0,4.1,14.2,1.5,12.7,14.4,0.00,0.00,0.00,nan,nan,
2018-07-04 06:51,Brauchwasser,0:30,8:56,56.5,52.7,3.8,18.0,5.4,12.6,17.5,0.00,0.00,0.00,nan,nan,
2018-07-04 07:21,Heizung,0:02,3:37,29.6,25.4,4.2,18.5,4.7,13.8,17.6,0.00,0.00,0.00,nan,nan,
2018-07-04 08:45,Brauchwasser,0:34,1:24,56.6,52.7,3.9,21.0,6.7,14.3,21.0,0.00,0.00,0.00,nan,nan,
2018-07-04 21:44,Brauchwasser,0:26,12:24,56.5,52.6,3.9,15.9,5.3,10.6,17.3,0.00,0.00,0.00,nan,nan,
2018-07-05 03:06,Heizung,0:11,19:42,32.3,28.6,3.7,12.9,0.4,12.5,12.6,0.00,0.00,0.00,nan,nan,
2018-07-05 08:01,Brauchwasser,0:30,9:51,56.6,52.7,3.9,21.2,6.6,14.6,18.9,0.00,0.00,0.00,nan,nan,
2018-07-05 08:31,Heizung,0:03,5:14,29.3,24.7,4.6,21.8,5.3,16.5,19.0,0.00,0.00,0.00,nan,nan,
2018-07-05 18:47,Brauchwasser,0:25,,56.5,52.7,3.8,15.8,6.2,9.6,16.6,0.00,0.00,0.00,nan,nan,
2018-07-05 19:12,Heizung,0:02,,28.3,24.1,4.2,15.9,5.4,10.5,16.6,0.00,0.00,0.00,nan,nan,
2018-07-05 22:18,Brauchwasser,0:28,3:06,56.1,52.6,3.5,15.0,4.4,10.6,15.7,0.00,0.00,0.00,nan,nan,
2018-07-05 22:46,Heizung,0:03,3:32,28.8,24.4,4.4,14.7,3.6,11.1,15.7,0.00,0.00,0.00,nan,nan,
2018-07-06 05:12,Heizung,0:14,6:23,31.7,27.7,4.0,13.6,1.9,11.7,14.9,0.00,0.00,0.00,nan,nan,
2018-07-06 08:25,Brauchwasser,0:30,9:39,56.3,52.7,3.6,14.6,4.8,9.8,16.2,0.00,0.00,0.00,nan,nan,
2018-07-06 08:55,Heizung,0:03,3:29,29.4,25.1,4.3,14.3,3.9,10.4,16.2,0.00,0.00,0.00,nan,nan,
2018-07-06 10:03,Brauchwasser,0:33,1:08,56.3,52.4,3.9,14.1,5.0,9.1,16.6,0.00,0.00,0.00,nan,nan,
2018-07-06 10:36,Heizung,0:02,1:38,30.5,26.3,4.2,14.9,4.2,10.7,16.6,0.00,0.00,0.00,nan,nan,
2018-07-06 14:48,Brauchwasser,0:23,4:12,56.5,52.7,3.8,15.6,5.9,9.7,17.2,0.00,0.00,0.00,nan,nan,
2018-07-06 15:12,Heizung,0:02,4:33,29.4,25.3,4.1,15.7,5.2,10.5,17.2,0.00,0.00,0.00,nan,nan,
2018-07-06 19:39,Brauchwasser,0:28,4:27,56.3,52.4,3.9,14.5,5.8,8.7,15.8,0.00,0.00,0.00,nan,nan,
2018-07-06 20:07,Heizung,0:03,4:53,29.3,24.8,4.5,14.8,4.6,10.2,15.8,0.00,0.00,0.00,nan,nan,
2018-07-07 02:35,Heizung,0:13,6:25,31.7,27.9,3.8,13.2,2.1,11.1,14.5,0.00,0.00,0.00,nan,nan,
2018-07-07 05:52,Brauchwasser,0:34,9:45,56.5,52.9,3.6,14.4,3.8,10.6,15.2,0.00,0.00,0.00,nan,nan,
2018-07-07 06:26,Heizung,0:02,3:38,29.4,25.2,4.2,14.3,3.5,10.8,15.4,0.00,0.00,0.00,nan,nan,
2018-07-07 10:00,Brauchwasser,0:27,3:34,56.6,52.7,3.9,19.2,6.4,12.8,19.1,0.00,0.00,0.00,nan,nan,
2018-07-07 10:27,Heizung,0:02,3:59,29.9,25.5,4.4,19.2,5.8,13.4,19.1,0.00,0.00,0.00,nan,nan,
2018-07-08 02:23,Heizung,0:15,15:53,31.3,27.4,3.9,15.1,1.3,13.8,15.7,0.00,0.00,0.00,nan,nan,
2018-07-08 06:45,Brauchwasser,0:28,20:17,56.3,52.6,3.7,15.8,3.3,12.5,16.5,0.00,0.00,0.00,nan,nan,
2018-07-08 07:13,Heizung,0:02,4:35,28.9,24.8,4.1,15.9,3.1,12.8,16.6,0.00,0.00,0.00,nan,nan,
2018-07-08 10:28,Brauchwasser,0:27,3:15,56.8,52.7,4.1,21.4,6.7,14.7,23.1,0.00,0.00,0.00,nan,nan,
2018-07-08 19:34,Brauchwasser,0:28,8:38,56.6,52.7,3.9,21.5,5.1,16.4,22.6,0.00,0.00,0.00,nan,nan,
2018-07-08 22:42,Brauchwasser,0:29,2:40,56.1,52.6,3.5,15.7,3.5,12.2,16.5,0.00,0.00,0.00,nan,nan,
2018-07-09 06:05,Heizung,0:12,22:49,31.9,28.0,3.9,13.1,0.6,12.5,13.8,0.00,0.00,0.00,nan,nan,
2018-07-09 07:45,Brauchwasser,0:29,8:34,56.0,52.3,3.7,17.3,4.3,13.0,18.1,0.00,0.00,0.00,nan,nan,
2018-07-09 08:14,Heizung,0:03,1:57,30.0,25.7,4.3,16.9,3.5,13.4,18.2,0.00,0.00,0.00,nan,nan,
2018-07-09 21:15,Brauchwasser,0:23,13:00,56.5,52.7,3.8,18.5,5.2,13.3,20.7,0.00,0.00,0.00,nan,nan,
2018-07-10 05:48,Brauchwasser,0:37,8:10,56.0,52.6,3.4,14.2,3.0,11.2,15.1,0.00,0.00,0.00,nan,nan,
2018-07-10 08:37,Brauchwasser,0:37,2:12,56.5,52.7,3.8,19.1,4.8,14.3,19.4,0.00,0.00,0.00,nan,nan,
2018-07-10 10:47,Brauchwasser,0:18,1:33,56.3,52.6,3.7,21.4,5.2,16.2,21.8,0.00,0.00,0.00,nan,nan,
